CLIENTE;ENTREGA;FECHA;GESTIONES; PAGOS ; HONORARIOS TOTALES ;COSTO CAMPAÑA;RESULTADO GENERAL; PAGO 1 ; HONORARIOS X ACTIVACION ;RESULTADO POR ACTIVACION; CONVENIO ; HONORARIOS X PLAN ;COSTO GESTION;;
GRUPO CARSA S.A.;GC-026;01/05/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
GRUPO CARSA S.A.;GC-026;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
GRUPO CARSA S.A.;GC-027;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
GRUPO CARSA S.A.;GC-027;01/03/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
GRUPO CARSA S.A.;GC-027;01/04/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
GRUPO CARSA S.A.;GC-027;01/05/2022;1; $ 11.000,00 ; $ 1.760,00 ; $ 100,00 ; $ 1.660,00 ; $ 11.000,00 ; $ 1.760,00 ; $ 1.660,00 ; $ -   ; $ -   ; $ 100,00 ;;
GRUPO CARSA S.A.;GC-027;01/06/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001AW;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001AW;01/03/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001AW;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001AW;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
ITALCRED;ITA-001AW;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001;01/02/2022;26; $ 55.390,39 ; $ 19.386,64 ; $ 2.600,00 ; $ 16.786,64 ; $ 15.958,00 ; $ 5.585,30 ; $ 2.985,30 ; $ 39.432,39 ; $ 13.801,34 ; $ 100,00 ;;
PAKTAR;PK-001;01/03/2022;9; $ 34.382,39 ; $ 12.033,84 ; $ 900,00 ; $ 11.133,84 ; $ -   ; $ -   ; $ -900,00 ; $ 34.382,39 ; $ 12.033,84 ; $ 100,00 ;;
PAKTAR;PK-001;01/04/2022;26; $ -   ; $ -   ; $ 2.600,00 ; $ -2.600,00 ; $ -   ; $ -   ; $ -2.600,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001;01/05/2022;31; $ -   ; $ -   ; $ 3.100,00 ; $ -3.100,00 ; $ -   ; $ -   ; $ -3.100,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001;01/06/2022;20; $ -   ; $ -   ; $ 2.000,00 ; $ -2.000,00 ; $ -   ; $ -   ; $ -2.000,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001AW;01/02/2022;28; $ 7.990,00 ; $ 2.796,50 ; $ 2.800,00 ; $ -3,50 ; $ -   ; $ -   ; $ -2.800,00 ; $ 7.990,00 ; $ 2.796,50 ; $ 100,00 ;;
PAKTAR;PK-001AW;01/03/2022;9; $ 17.212,00 ; $ 6.024,20 ; $ 900,00 ; $ 5.124,20 ; $ -   ; $ -   ; $ -900,00 ; $ 17.212,00 ; $ 6.024,20 ; $ 100,00 ;;
PAKTAR;PK-001AW;01/04/2022;62; $ 5.000,00 ; $ 1.750,00 ; $ 6.200,00 ; $ -4.450,00 ; $ 5.000,00 ; $ 1.750,00 ; $ -4.450,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001AW;01/05/2022;45; $ 26.100,00 ; $ 9.135,00 ; $ 4.500,00 ; $ 4.635,00 ; $ 18.100,00 ; $ 6.335,00 ; $ 1.835,00 ; $ 8.000,00 ; $ 2.800,00 ; $ 100,00 ;;
PAKTAR;PK-001AW;01/06/2022;61; $ 14.178,00 ; $ 4.962,30 ; $ 6.100,00 ; $ -1.137,70 ; $ 8.178,00 ; $ 2.862,30 ; $ -3.237,70 ; $ 6.000,00 ; $ 2.100,00 ; $ 100,00 ;;
PAKTAR;PK-001AWDC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001AWDC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001AWDC;01/04/2022;5; $ -   ; $ -   ; $ 500,00 ; $ -500,00 ; $ -   ; $ -   ; $ -500,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001AWDC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001AWDC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001DC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001DC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001DC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001DC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-001DC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002;01/02/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002;01/03/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002;01/04/2022;3; $ -   ; $ -   ; $ 300,00 ; $ -300,00 ; $ -   ; $ -   ; $ -300,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002;01/05/2022;3; $ -   ; $ -   ; $ 300,00 ; $ -300,00 ; $ -   ; $ -   ; $ -300,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002;01/06/2022;8; $ -   ; $ -   ; $ 800,00 ; $ -800,00 ; $ -   ; $ -   ; $ -800,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002AW;01/02/2022;10; $ -   ; $ -   ; $ 1.000,00 ; $ -1.000,00 ; $ -   ; $ -   ; $ -1.000,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002AW;01/03/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002AW;01/04/2022;21; $ -   ; $ -   ; $ 2.100,00 ; $ -2.100,00 ; $ -   ; $ -   ; $ -2.100,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002AW;01/05/2022;9; $ -   ; $ -   ; $ 900,00 ; $ -900,00 ; $ -   ; $ -   ; $ -900,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002AW;01/06/2022;40; $ 15.000,00 ; $ 5.250,00 ; $ 4.000,00 ; $ 1.250,00 ; $ 5.000,00 ; $ 1.750,00 ; $ -2.250,00 ; $ 10.000,00 ; $ 3.500,00 ; $ 100,00 ;;
PAKTAR;PK-002AWDC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002AWDC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002AWDC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002AWDC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002AWDC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002DC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002DC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002DC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002DC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-002DC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003;01/02/2022;51; $ 6.550,00 ; $ 2.292,50 ; $ 5.100,00 ; $ -2.807,50 ; $ -   ; $ -   ; $ -5.100,00 ; $ 6.550,00 ; $ 2.292,50 ; $ 100,00 ;;
PAKTAR;PK-003;01/03/2022;3; $ -   ; $ -   ; $ 300,00 ; $ -300,00 ; $ -   ; $ -   ; $ -300,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003;01/04/2022;16; $ -   ; $ -   ; $ 1.600,00 ; $ -1.600,00 ; $ -   ; $ -   ; $ -1.600,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003;01/05/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003;01/06/2022;13; $ -   ; $ -   ; $ 1.300,00 ; $ -1.300,00 ; $ -   ; $ -   ; $ -1.300,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AW;01/02/2022;29; $ -   ; $ -   ; $ 2.900,00 ; $ -2.900,00 ; $ -   ; $ -   ; $ -2.900,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AW;01/03/2022;9; $ -   ; $ -   ; $ 900,00 ; $ -900,00 ; $ -   ; $ -   ; $ -900,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AW;01/04/2022;38; $ 19.142,00 ; $ 6.699,70 ; $ 3.800,00 ; $ 2.899,70 ; $ 19.142,00 ; $ 6.699,70 ; $ 2.899,70 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AW;01/05/2022;6; $ -   ; $ -   ; $ 600,00 ; $ -600,00 ; $ -   ; $ -   ; $ -600,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AW;01/06/2022;37; $ 18.000,00 ; $ 6.300,00 ; $ 3.700,00 ; $ 2.600,00 ; $ 18.000,00 ; $ 6.300,00 ; $ 2.600,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AWDC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AWDC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AWDC;01/04/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AWDC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003AWDC;01/06/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003DC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003DC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003DC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003DC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-003DC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004;01/02/2022;54; $ 32.062,00 ; $ 11.221,70 ; $ 5.400,00 ; $ 5.821,70 ; $ 2.000,00 ; $ 700,00 ; $ -4.700,00 ; $ 30.062,00 ; $ 10.521,70 ; $ 100,00 ;;
PAKTAR;PK-004;01/03/2022;20; $ 6.370,00 ; $ 2.229,50 ; $ 2.000,00 ; $ 229,50 ; $ -   ; $ -   ; $ -2.000,00 ; $ 6.370,00 ; $ 2.229,50 ; $ 100,00 ;;
PAKTAR;PK-004;01/04/2022;32; $ 41.282,00 ; $ 14.448,70 ; $ 3.200,00 ; $ 11.248,70 ; $ 33.714,00 ; $ 11.799,90 ; $ 8.599,90 ; $ 7.568,00 ; $ 2.648,80 ; $ 100,00 ;;
PAKTAR;PK-004;01/05/2022;11; $ 6.368,00 ; $ 2.228,80 ; $ 1.100,00 ; $ 1.128,80 ; $ -   ; $ -   ; $ -1.100,00 ; $ 6.368,00 ; $ 2.228,80 ; $ 100,00 ;;
PAKTAR;PK-004;01/06/2022;12; $ 6.368,00 ; $ 2.228,80 ; $ 1.200,00 ; $ 1.028,80 ; $ -   ; $ -   ; $ -1.200,00 ; $ 6.368,00 ; $ 2.228,80 ; $ 100,00 ;;
PAKTAR;PK-004AW;01/02/2022;107; $ 42.323,00 ; $ 14.813,05 ; $ 10.700,00 ; $ 4.113,05 ; $ 28.723,00 ; $ 10.053,05 ; $ -646,95 ; $ 13.600,00 ; $ 4.760,00 ; $ 100,00 ;;
PAKTAR;PK-004AW;01/03/2022;42; $ 24.662,00 ; $ 8.631,70 ; $ 4.200,00 ; $ 4.431,70 ; $ 4.381,00 ; $ 1.533,35 ; $ -2.666,65 ; $ 20.281,00 ; $ 7.098,35 ; $ 100,00 ;;
PAKTAR;PK-004AW;01/04/2022;22; $ 4.381,00 ; $ 1.533,35 ; $ 2.200,00 ; $ -666,65 ; $ -   ; $ -   ; $ -2.200,00 ; $ 4.381,00 ; $ 1.533,35 ; $ 100,00 ;;
PAKTAR;PK-004AW;01/05/2022;14; $ 12.846,20 ; $ 4.496,17 ; $ 1.400,00 ; $ 3.096,17 ; $ 8.000,00 ; $ 2.800,00 ; $ 1.400,00 ; $ 4.846,20 ; $ 1.696,17 ; $ 100,00 ;;
PAKTAR;PK-004AW;01/06/2022;36; $ -   ; $ -   ; $ 3.600,00 ; $ -3.600,00 ; $ -   ; $ -   ; $ -3.600,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004AWDC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004AWDC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004AWDC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004AWDC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004AWDC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004DC;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004DC;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004DC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004DC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-004DC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005;01/02/2022;131; $ 56.656,00 ; $ 19.829,60 ; $ 13.100,00 ; $ 6.729,60 ; $ 56.656,00 ; $ 19.829,60 ; $ 6.729,60 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005;01/03/2022;81; $ 4.000,00 ; $ 1.400,00 ; $ 8.100,00 ; $ -6.700,00 ; $ -   ; $ -   ; $ -8.100,00 ; $ 4.000,00 ; $ 1.400,00 ; $ 100,00 ;;
PAKTAR;PK-005;01/04/2022;25; $ -   ; $ -   ; $ 2.500,00 ; $ -2.500,00 ; $ -   ; $ -   ; $ -2.500,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005;01/05/2022;20; $ 35.000,00 ; $ 12.250,00 ; $ 2.000,00 ; $ 10.250,00 ; $ 35.000,00 ; $ 12.250,00 ; $ 10.250,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005;01/06/2022;22; $ 3.000,00 ; $ 1.050,00 ; $ 2.200,00 ; $ -1.150,00 ; $ 3.000,00 ; $ 1.050,00 ; $ -1.150,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AW;01/02/2022;1195; $ 353.555,00 ; $ 123.744,25 ; $ 119.500,00 ; $ 4.244,25 ; $ 321.515,00 ; $ 112.530,25 ; $ -6.969,75 ; $ 32.040,00 ; $ 11.214,00 ; $ 100,00 ;;
PAKTAR;PK-005AW;01/03/2022;718; $ 221.035,00 ; $ 77.362,25 ; $ 71.800,00 ; $ 5.562,25 ; $ 161.461,00 ; $ 56.511,35 ; $ -15.288,65 ; $ 59.574,00 ; $ 20.850,90 ; $ 100,00 ;;
PAKTAR;PK-005AW;01/04/2022;189; $ 116.771,00 ; $ 40.869,85 ; $ 18.900,00 ; $ 21.969,85 ; $ 46.197,00 ; $ 16.168,95 ; $ -2.731,05 ; $ 70.574,00 ; $ 24.700,90 ; $ 100,00 ;;
PAKTAR;PK-005AW;01/05/2022;213; $ 142.185,00 ; $ 49.764,75 ; $ 21.300,00 ; $ 28.464,75 ; $ 41.322,00 ; $ 14.462,70 ; $ -6.837,30 ; $ 100.863,00 ; $ 35.302,05 ; $ 100,00 ;;
PAKTAR;PK-005AW;01/06/2022;231; $ 242.751,00 ; $ 84.962,85 ; $ 23.100,00 ; $ 61.862,85 ; $ 110.869,00 ; $ 38.804,15 ; $ 15.704,15 ; $ 131.882,00 ; $ 46.158,70 ; $ 100,00 ;;
PAKTAR;PK-005AWB;01/02/2022;18; $ -   ; $ -   ; $ 1.800,00 ; $ -1.800,00 ; $ -   ; $ -   ; $ -1.800,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AWB;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AWB;01/04/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AWB;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AWB;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AWDC;01/02/2022;37; $ -   ; $ -   ; $ 3.700,00 ; $ -3.700,00 ; $ -   ; $ -   ; $ -3.700,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AWDC;01/03/2022;6; $ 25.500,00 ; $ 8.925,00 ; $ 600,00 ; $ 8.325,00 ; $ 25.500,00 ; $ 8.925,00 ; $ 8.325,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AWDC;01/04/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AWDC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005AWDC;01/06/2022;2; $ -   ; $ -   ; $ 200,00 ; $ -200,00 ; $ -   ; $ -   ; $ -200,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005B;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005B;01/03/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005B;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005B;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005B;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005DC;01/02/2022;4; $ -   ; $ -   ; $ 400,00 ; $ -400,00 ; $ -   ; $ -   ; $ -400,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005DC;01/03/2022;1; $ -   ; $ -   ; $ 100,00 ; $ -100,00 ; $ -   ; $ -   ; $ -100,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005DC;01/04/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005DC;01/05/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-005DC;01/06/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-006;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-006;01/03/2022;34; $ 62.823,00 ; $ 21.988,05 ; $ 3.400,00 ; $ 18.588,05 ; $ 62.823,00 ; $ 21.988,05 ; $ 18.588,05 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-006;01/04/2022;145; $ 42.602,00 ; $ 14.910,70 ; $ 14.500,00 ; $ 410,70 ; $ 30.932,00 ; $ 10.826,20 ; $ -3.673,80 ; $ 11.670,00 ; $ 4.084,50 ; $ 100,00 ;;
PAKTAR;PK-006;01/05/2022;82; $ 86.044,00 ; $ 30.115,40 ; $ 8.200,00 ; $ 21.915,40 ; $ 58.544,00 ; $ 20.490,40 ; $ 12.290,40 ; $ 27.500,00 ; $ 9.625,00 ; $ 100,00 ;;
PAKTAR;PK-006;01/06/2022;23; $ -   ; $ -   ; $ 2.300,00 ; $ -2.300,00 ; $ -   ; $ -   ; $ -2.300,00 ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-006AW;01/02/2022;0; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ -   ; $ 100,00 ;;
PAKTAR;PK-006AW;01/03/2022;138; $ 148.726,00 ; $ 52.054,10 ; $ 13.800,00 ; $ 38.254,10 ; $ 110.882,00 ; $ 38.808,70 ; $ 25.008,70 ; $ 37.844,00 ; $ 13.245,40 ; $ 100,00 ;;
PAKTAR;PK-006AW;01/04/2022;487; $ 42.521,00 ; $ 14.882,35 ; $ 48.700,00 ; $ -33.817,65 ; $ 26.651,00 ; $ 9.327,85 ; $ -39.372,15 ; $ 15.870,00 ; $ 5.554,50 ; $ 100,00 ;;
